1(48)   1.00    694.11  759.52	714.28	0.99	677.16	779.98	720.65
2(96)	1.63	423.71	461.69	436.93	1.54	424.91	535.97	463.60
4(192)	2.44	278.92	307.42	292.27	2.12	292.84	392.31	336.16

